Company Name,Address,Phone,Link,Rating,NumReview,Pin Code,Latitude,Longitude
Cafe Udupi Ruchi,"Shop No.1731(31), 17th Cross Service Road, Vijayanagar, Bangalore - 560040, Near Adhishwar Showroom",-41270071,https://www.justdial.com/Bangalore/Cafe-Udupi-Ruchi-Near-Adhishwar-Showroom-Vijayanagar/080PXX80-XX80-111108095011-B3D9_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.8,2354,560040,12.96950139,77.53645325
Caf-Eleven,"No.284, Sapphire Toys Building, 4th Floor, 100 Feet Ring Road, Kathriguppe, Bangalore - 560085, Near Kamakya Theatre",-49577704,https://www.justdial.com/Bangalore/Caf-Eleven-Near-Kamakya-Theatre-Kathriguppe/080PXX80-XX80-151117095756-H1X3_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.2,2345,560085,12.93106247,77.546057
Smallys Resto Cafe,"Ground Floor,  Sree Premprasad Complex, New Bel Road, Bangalore - 560054, Opposite Ramaiah Hospital, RMV 2nd Stage",-7406772197,https://www.justdial.com/Bangalore/Smallys-Resto-Cafe-Opposite-Ramaiah-Hospital-RMV-2nd-Stage-New-Bel-Road/080PXX80-XX80-170624114234-C8B8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,2304,560054,13.02962716,77.55706731
Mothers Meal Cafe,"No. 28/1, Byrasandra, Chowdeshwari Temple Road, C V Raman Nagar, Bangalore - 560093, Opposite Chitrakut Scion Apartment",-9916310875,https://www.justdial.com/Bangalore/Mothers-Meal-Cafe-Opposite-Chitrakut-Scion-Apartment-C-V-Raman-Nagar/080PXX80-XX80-150120200603-L7U7_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.1,2234,560093,12.98291613,77.67271932
Cafe Coffee Day,"451, 17th Cross, Sector 4, Layout, HSR, HSR Layout, Bangalore - 560102",-9071387733,https://www.justdial.com/Bangalore/Cafe-Coffee-Day-HSR-Layout/080PXX80-XX80-170211182317-S3X7_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2214,560102,12.99782056,77.64692615
welcome hotwl,"C/O My Fortune, Ground Floor, Richmond Road, Bangalore - 560025, Off M G Road, Near Garuda Mall",-25001689,https://www.justdial.com/Bangalore/Welcome-hotwl-Off-M-G-Road-Near-Garuda-Mall-Richmond-Road/080PXX80-XX80-150508170709-D6M6_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.4,2213,560025,12.96828125,77.6071723
Starbucks,"Ground Floor , Eight-O-Four Avenue, 9th Main Road , 4th Block, Jayanagar, Bangalore - 560011",18602660010,https://www.justdial.com/Bangalore/Starbucks-Jayanagar/080PXX80-XX80-180328033741-D7J2_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.2,2211,560011,12.9309075,77.58641776
Jimis Beer Cafe,"No.1081, 12th Main, 2nd Stage, Indiranagar, Bangalore - 560038, Near Sony Center Signal",-25203868,https://www.justdial.com/Bangalore/Jimis-Beer-Cafe-Near-Sony-Center-Signal-Indiranagar/080PXX80-XX80-100527103235-G4G3_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2193,560038,12.97707002,77.63937902
Bameys Restro Cafe,"No.A-5, Ground Floor, KHB Colony, Koramangala 5th Block, Bangalore - 560034, Behind Airtel Office",11,https://www.justdial.com/Bangalore/Bameys-Restro-Cafe-Behind-Airtel-Office-Koramangala-5th-Block/080PXX80-XX80-150105130250-K6V4_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.3,2176,560034,12.92816764,77.63595256
Mr Beans Home Cafe,"No.651, 100 Feet Road, 3rd Block, Koramangala, Bangalore - 560034, Near Bda Complex",-41115706,https://www.justdial.com/Bangalore/Mr-Beans-Home-Cafe-Near-Bda-Complex-Koramangala/080PXX80-XX80-110407102931-T2Q6_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2175,560034,12.92816764,77.63595256
Le Terrace Cafe,"Nagarbhavi, Bangalore - 560072",-9591015683,https://www.justdial.com/Bangalore/Le-Terrace-Cafe-Nagarbhavi/080PXX80-XX80-181113150347-J5N1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2136,560072,12.96413767,77.522721
Indian Coffee House & Resta..,"No. 55, Industrial Layout Road, 5th Block, Koramangala, Bangalore - 560095, Opposite  Jyothi Nivas Colege",-25522328,https://www.justdial.com/Bangalore/Indian-Coffee-House-Restaurant-Opposite-Jyothi-Nivas-Colege-Koramangala/080PXX80-XX80-150513133044-H5S3_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2123,560095,13.02750156,77.57910576
Cafe Coffee Day,"Outer Ring Road, Marathahalli, Bangalore - 560037, Opposite To R R Restaurant &amp; Near Bellandur Signal",-32024273,https://www.justdial.com/Bangalore/Cafe-Coffee-Day-Opposite-To-R-R-Restaurant-Near-Bellandur-Signal-Marathahalli/080P5607919_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2072,560037,12.95717672,77.69315527
The Mylapore Cafe,"No. 13, 14th Main, 4th Cross, HSR Layout, Bangalore - 560102, Near Green View Hospital",-42172410,https://www.justdial.com/Bangalore/The-Mylapore-Cafe-Near-Green-View-Hospital-HSR-Layout/080PXX80-XX80-160226120001-C5X2_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2053,560102,12.99782056,77.64692615
Cafe Madhura,"21st Cross , 19th Main, HSR Layout, Bangalore - 560102, Near BSR Mantralaya , Sector 3",-41118988,https://www.justdial.com/Bangalore/Cafe-Madhura-Near-BSR-Mantralaya-Sector-3-HSR-Layout/080PXX80-XX80-180417130946-M3Y5_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,2034,560102,12.99782056,77.64692615
Third Wave Coffee Roasters,"729 , Ground Floor , CMH Road , Binnamangala Layout Extension, Indiranagar, Bangalore - 560038",-7337686131,https://www.justdial.com/Bangalore/Third-Wave-Coffee-Roasters-Indiranagar/080PXX80-XX80-171016120335-J5N1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.4,2031,560038,12.97707002,77.63937902
Fab Cafe,"No.642, Pioneer Plaza, Kenchanahalli Main Road, Rajarajeshwari Nagar, Bangalore - 560098, Near Gopalan Arcade Mall",-8880556569,https://www.justdial.com/Bangalore/Fab-Cafe-Near-Gopalan-Arcade-Mall-Rajarajeshwari-Nagar/080PXX80-XX80-160201193748-C8K2_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.1,2016,560098,12.91952867,77.51829396
Barley & Grapes Cafe,"No 305/20, 60 Feet Road,Byataranayapura, Sahakara Nagar, Bangalore - 560092, Opposite Nitte Primary School",-43721714,https://www.justdial.com/Bangalore/Barley-Grapes-Cafe-Opposite-Nitte-Primary-School-Sahakara-Nagar/080PXX80-XX80-180816111026-X5E1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.1,1992,560092,13.05538157,77.59990704
Cafe Coffee Day,"No.121, Money Centre, Ground Floor, Shop No.5, Industrial Area, 7th Block, Koramangala, Bangalore - 560095, Opposite Pvr Cinemas",-9071718585,https://www.justdial.com/Bangalore/Cafe-Coffee-Day-Opposite-Pvr-Cinemas-Koramangala/080P5601783_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,1983,560095,13.02750156,77.57910576
Cafe Coffee Day,"Forum Mall, Hosur Main Road, Koramangala, Bangalore - 560095",-9343712673,https://www.justdial.com/Bangalore/Cafe-Coffee-Day-Koramangala/080P5912214_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,1983,560095,13.02750156,77.57910576
Zoeys,"71, Kaikondrahalli Lake Trail, Ambalipura, Kaikondrahalli, Bangalore - 560035",-9820642021,https://www.justdial.com/Bangalore/Zoeys-Kaikondrahalli/080PXX80-XX80-180410164906-R9J8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.2,1982,560035,12.90642011,77.68557192
The Hangout,"# 149 Vasu  Elite, Dr. Vishnuvardhan Road, Mylasandra, Bangalore - 560060, Opp JSS College",-29747988,https://www.justdial.com/Bangalore/The-Hangout-Opp-JSS-College-Mylasandra/080PXX80-XX80-180227121759-K2T4_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.1,1979,560060,12.91678779,77.48512287
Third Wave Coffee Roasters,"No.249, 14th Main Road, Sector 7, Hsr Layout, Bangalore - 560102",-9903006861,https://www.justdial.com/Bangalore/Third-Wave-Coffee-Roasters-Hsr-Layout/080PXX80-XX80-180614120258-S9C9_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.3,1977,560102,12.99782056,77.64692615
Cafe Olive,"Bellandur, Bangalore - 560103, Next to New Horizon Gurukul School",-9008989035,https://www.justdial.com/Bangalore/Cafe-Olive-Next-to-New-Horizon-Gurukul-School-Bellandur/080PXX80-XX80-180209200003-L1V8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,1956,560103,49.183223,20.25378835
Cafe Coffee Day,"Msk Plaza, 100 Feet Road, Hal 2nd Stage, Indiranagar, Bangalore - 560038",-32957029,https://www.justdial.com/Bangalore/Cafe-Coffee-Day-Indiranagar/080P5601665_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,1950,560038,12.97707002,77.63937902
Car Bar,"No 68/2, Acharya Doctor Sarvepalli Radhakrishnan Road, Thammenahalli Village, Chikbanavara, Bangalore - 560090, Alkymrp Road",-9495473646,https://www.justdial.com/Bangalore/Car-Bar-Alkymrp-Road-Chikbanavara/080PXX80-XX80-170816130208-T4X8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,1945,560090,13.06194871,77.51635817
Tea Brew,"#172B, 2nd Cross Road, Off Indiranagar Double Road, Indiranagar, Bangalore - 560038",-41715867,https://www.justdial.com/Bangalore/Tea-Brew-Indiranagar/080PXX80-XX80-140311111756-V7U4_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,1929,560038,12.97707002,77.63937902
Cafe Coffee Day,"Btm Water Tank, Stage 2, Bengaluru, Outer Ring Road, Btm Layout, Bangalore - 560076",-32954016,https://www.justdial.com/Bangalore/Cafe-Coffee-Day-Btm-Layout/080PXX80-XX80-181113142541-B6L6_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,1903,560076,12.89742562,77.59790616
Cafe Coffee Day,"No.590/445/1, 6th Cross, 29th Main Road, Btm Layout 2nd Stage, Bangalore - 560076, Next to More",-32954016,https://www.justdial.com/Bangalore/Cafe-Coffee-Day-Next-to-More-Btm-Layout-2nd-Stage/080PXX80-XX80-101023161432-X4X2_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,1903,560076,12.89742562,77.59790616
Cafe Felix,"MG Lido Mall, Level 5, Swamy Vivekananda Road  Trinity Circle, Ulsoor, Bangalore - 560008, Near Img Mall",-22086633,https://www.justdial.com/Bangalore/Cafe-Felix-Near-Img-Mall-Ulsoor/080PXX80-XX80-170522073829-N5K7_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,1900,560008,12.96977326,77.63609832
Cafe Terra,"846, Double Road, 1st Stage, 4th Main, Indiranagar, Bangalore - 560038, Near BDA Complex",-41631789,https://www.justdial.com/Bangalore/Cafe-Terra-Near-BDA-Complex-Indiranagar/080PXX80-XX80-170211173025-S5Y1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.1,1885,560038,12.97707002,77.63937902
Kargeens Cafe,"19 Jaladarshini, Jaladarshini Layout, New Bel Road, Bangalore - 560054, Above Reliance Digital",-41523044,https://www.justdial.com/Bangalore/Kargeens-Cafe-Above-Reliance-Digital-New-Bel-Road/080PXX80-XX80-150909143533-C5S7_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4,1866,560054,13.02962716,77.55706731
Hill Station Cafe,"No.3, Ground Floor, Doddagubbi Main Road, Byarathi Village, Kothanur, Bangalore - 560077, Near Ayyappa Temple",-9986947085,https://www.justdial.com/Bangalore/Hill-Station-Cafe-Near-Ayyappa-Temple-Kothanur/080PXX80-XX80-131220085339-U3J5_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.4,1848,560077,13.05365428,77.63654844
Cafe Coffee Day,"622, Ground Floor, Laa Marvel Biulding, Hal 2nd Stage, Jeevan Bhimanagar, Indiranagar, Indiranagar, Bangalore - 560038, Below Indian Bank",-9243601852,https://www.justdial.com/Bangalore/Cafe-Coffee-Day-Below-Indian-Bank-Indiranagar/080PXX80-XX80-190424214812-P1D1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.9,1847,560038,12.97707002,77.63937902
Doodle Bakes,"No.46, 8th Main, Between 6th &amp; 7th Cross, Vasanth Nagar, Bangalore - 560001, Opposite Murthy Medicals",-48666213,https://www.justdial.com/Bangalore/Doodle-Bakes-Opposite-Murthy-Medicals-Vasanth-Nagar/080PXX80-XX80-171016120401-T6Z3_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.8,452,560001,12.97406376,77.59459773
The Living Room,"No.45/7 Vinayaka Complex, Residency Cross Road, Residency Road, Bangalore - 560025, Next to Corner House Ice Creams",7947154162,https://www.justdial.com/Bangalore/The-Living-Room-Next-to-Corner-House-Ice-Creams-Residency-Road/080P1230202957S1B5Q8_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,4.4,259,560025,12.96828125,77.6071723
Entree Cafe,"16th Cross,Electronic City, Neeladri Nagar, Bangalore - 560100, Near Uni World",-28522111,https://www.justdial.com/Bangalore/Entree-Cafe-Near-Uni-World-Neeladri-Nagar/080PXX80-XX80-170505180011-D8P1_BZDET?xid=QmFuZ2Fsb3JlIENvZmZlZSBTaG9wcw==,3.8,241,560100,12.84200434,77.66701373
Snippets Unisex Salon,"No.73 Y/57,1st Floor, 14th Main,50th Cross, Rajajinagar 3rd Block, Bangalore - 560010, Near SBH BANK",7947155333,https://www.justdial.com/Bangalore/Snippets-Unisex-Salon-Near-SBH-BANK-Rajajinagar-3rd-Block/080PXX80-XX80-100505173428-X4T8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.7,1458,560010,12.99393175,77.5527473
Lakme Salon,"No - 36, Coles Road, Frazer Town, Bangalore - 560005, Near Cafe Coffee Day",-9845840160,https://www.justdial.com/Bangalore/Lakme-Salon-Near-Cafe-Coffee-Day-Frazer-Town/080PXX80-XX80-110224102229-D1Q7_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.2,1169,560005,13.05697661,77.62210661
Naturals Unisex Salon And S..,"No 1118,Survey No 120/1,Chanappagowda Complex, Segehalli,Hoskote Main Road,Kannamangala, Kadugodi, Bangalore - 560067, Above Casio Hyper Shop",-8884911042,https://www.justdial.com/Bangalore/Naturals-Unisex-Salon-And-Spa-Above-Casio-Hyper-Shop-Kadugodi/080PXX80-XX80-131012113602-N8D6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,962,560067,12.99150283,77.72336725
Fashion Quotient Unisex Sal..,"No 14, 2nd Floor, CMC Ward, Vinayaka Layout, Doddanekkundi, Marathahalli, Bangalore - 560037, Next to Alpine Eco Apartment",7947158256,https://www.justdial.com/Bangalore/Fashion-Quotient-Unisex-Saloon-And-Spa-Next-to-Alpine-Eco-Apartment-Marathahalli/080PXX80-XX80-140412125451-M1L5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,954,560037,12.95717672,77.69315527
D5n Unisex Salon and Spa,"No.186/83/1, 17th and 18th Cross,6th Main Road, Malleswaram, Bangalore - 560003, Near Hdfc Bank",7947156848,https://www.justdial.com/Bangalore/D5n-Unisex-Salon-and-Spa-Near-Hdfc-Bank-Malleswaram/080PXX80-XX80-121013145600-Y2Q7_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,881,560003,12.9966158,77.57089032
Crazy N Creative Unisex Bea..,"No.21-A/22, Srinivasa Nagar,7th Main,80 Feet Road, Banashankari 3rd Stage, Bangalore - 560085, Near Liberty Showroom",7947155883,https://www.justdial.com/Bangalore/Crazy-N-Creative-Unisex-Beauty-Salon-Near-Liberty-Showroom-Banashankari-3rd-Stage/080PXX80-XX80-110429175612-G2J4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,810,560085,12.93106247,77.546057
Oh Wow Beauty Salon,"No.18, 16th B Main,7th C Cross, 4th Block, Koramangala, Bangalore - 560034, Behind 100 Feet Road Cafe Coffee Day",-41495543,https://www.justdial.com/Bangalore/Oh-Wow-Beauty-Salon-Behind-100-Feet-Road-Cafe-Coffee-Day-Koramangala/080PXX80-XX80-090922164049-M2S8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,754,560034,12.92816764,77.63595256
Naturals Family Salon And S..,"No.124, 1st Floor, 1st Main, Kengeri Satelite Town, Bangalore - 560060, Opposite Canara bank And Above Kanti Sweets",7947159225,https://www.justdial.com/Bangalore/Naturals-Family-Salon-And-Spa-Opposite-Canara-bank-And-Above-Kanti-Sweets-Kengeri-Satelite-Town/080PXX80-XX80-150515153755-N7Z8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,738,560060,12.91775641,77.48525214
Green Trends Unisex Hair & ..,"#83,, H M T Main Road, Mathikere, Bangalore - 560054, Above Paragon Showroom",-9036220842,https://www.justdial.com/Bangalore/Green-Trends-Unisex-Hair-Style-Salon-Above-Paragon-Showroom-Mathikere/080PXX80-XX80-180919180736-X9M8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,724,560054,13.02962716,77.55706731
Charisma Spa Pvt Ltd,"No.107,2nd Floor,Art Arcade, 80 Feet Road,4th Block, Koramangala, Bangalore - 560034, Near Sony Center",-41313519,https://www.justdial.com/Bangalore/Charisma-Spa-Pvt-Ltd-Near-Sony-Center-Koramangala/080PXX80-XX80-101215155200-D8D6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.6,716,560034,12.92816764,77.63595256
Naturals Unisex Salon And S..,"No.101/102, 1st Floor, Sapthagiri Arcade, Mahadevpura, Itpl Main Road, Hoodi, Bangalore - 560048, Above Tansi Honda Show Room",7947158829,https://www.justdial.com/Bangalore/Naturals-Unisex-Salon-And-Spa-Above-Tansi-Honda-Show-Room-Hoodi/080PXX80-XX80-141203201930-U6A3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,702,560048,12.9931091,77.70127701
Flaunt Salon The Village Sp..,"No.701 &amp; 703,  KVS Pinnacle Commercial Complex, 2nd Floor, Ramamurthy Nagar Main Road, Banaswadi, Bangalore - 560043, Above McDonalds",7947159500,https://www.justdial.com/Bangalore/Flaunt-Salon-The-Village-Spa-Above-McDonalds-Banaswadi/080PXX80-XX80-150905132235-E1V8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,702,560043,13.01928667,77.64525035
Ramp Unisex Salon,"Soundarya Arcade, Havanoor Extension, Hesaraghatta Main Road, Nagasandra Post, Hessargatta Main Road, Bangalore - 560073, Opposite Royal Mart,Above Soundarya Co Operative Bank",7947160522,https://www.justdial.com/Bangalore/Ramp-Unisex-Salon-Opposite-Royal-Mart-Above-Soundarya-Co-Operative-Bank-Hessargatta-Main-Road/080PXX80-XX80-160812114543-M7C5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,609,560073,49.0850019,21.6872076
Lavish Locks Unisex Salon A..,"No.16, 1st Floor, 5th Cross, 6th Block, Koramangala, Bangalore - 560095, Next to Printo",7947460352,https://www.justdial.com/Bangalore/Lavish-Locks-Unisex-Salon-And-Spa-Next-to-Printo-Koramangala/080PXX80-XX80-141018120628-P8L3_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.5,605,560095,13.02750156,77.57910576
Hair & Byond,"#62, 1st Floor, 1st A Main Road  7th Block, Koramangala 7th Block, Bangalore - 560095, Next to Corner House",7947154495,https://www.justdial.com/Bangalore/Hair-Byond-Next-to-Corner-House-Koramangala-7th-Block/080P5987638_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,545,560095,13.02750156,77.57910576
Blanca Paloma,"No 620,1st Floor, 2nd Main,1st Stage, Indiranagar, Bangalore - 560038, Opposite LG Showroom",7947460357,https://www.justdial.com/Bangalore/Blanca-Paloma-Opposite-LG-Showroom-Indiranagar/080PXX80-XX80-150407101430-V1D1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.4,494,560038,12.97707002,77.63937902
Lakme Salon,"29, 2nd Floor, Old Madras Road, Bhattarahalli, Bangalore - 560049, Above ICICI Bank",-50000699,https://www.justdial.com/Bangalore/Lakme-Salon-Above-ICICI-Bank-Bhattarahalli/080PXX80-XX80-160815004934-Z3J4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.2,480,560049,48.6330044,20.5517553
Lakme Salon,"Akshata Building, Nandidurga Extension, Bangalore - 560046, Near Airtel Office",7947157941,https://www.justdial.com/Bangalore/Lakme-Salon-Near-Airtel-Office-Nandidurga-Extension/080PXX80-XX80-131212164620-E5G1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,468,560046,12.9972352,77.60037371
Naturals Unisex Salon,"No 48,1st Floor,Nikhar Paradise, Langford Road, Richmond Town, Bangalore - 560025, Near Hockey Stadium Signal",7947160029,https://www.justdial.com/Bangalore/Naturals-Unisex-Salon-Near-Hockey-Stadium-Signal-Richmond-Town/080PXX80-XX80-160216133921-F5P6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,449,560025,12.96828125,77.6071723
Hair Magix,"RIO ARCADE, 27th Main HSR Layout 1st Sector (Above Cotton World), HSR Layout, Bangalore - 560102, Above Cotton World",7947164616,https://www.justdial.com/Bangalore/Hair-Magix-Above-Cotton-World-HSR-Layout/080PXX80-XX80-190810165423-P4J9_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.8,442,560102,12.99782056,77.64692615
Naturals Unisex Salon And S..,"No 607,2nd Floor, Nagarbhavi Main Road, Nagarbhavi, Bangalore - 560072, Opposite Namoora Thindi Hotel",-23215663,https://www.justdial.com/Bangalore/Naturals-Unisex-Salon-And-Spa-Opposite-Namoora-Thindi-Hotel-Nagarbhavi/080PXX80-XX80-131116063937-Z5V5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.6,432,560072,12.96413767,77.522721
Fsansaria Unisex Parlour An..,"Shop No 1, Murugappa Building Venkateswara Layout, Mahadevapura, Bangalore - 560048, Near Raga Apartments",-48519473,https://www.justdial.com/Bangalore/Fsansaria-Unisex-Parlour-And-Hair-Fixing-Near-Raga-Apartments-Mahadevapura/080PXX80-XX80-160712111659-N8X1_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,409,560048,12.9931091,77.70127701
Vibes Healthcare Ltd,"No.93/2,Shreyas Point, South End Road, Jayanagar, Bangalore - 560011, Opposite Surana College",-41219685,https://www.justdial.com/Bangalore/Vibes-Healthcare-Ltd-Opposite-Surana-College-Jayanagar/080PXX80-XX80-130428133223-M1Q2_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.9,388,560011,12.9309075,77.58641776
Flaunt Styling Lounge And S..,"547/1,1st Floor A Block,, HT Parallel Road, Sahakara Nagar, Bangalore - 560092, Near Ganesha Temple Road Near Bank Of Baroda",7947156871,https://www.justdial.com/Bangalore/Flaunt-Styling-Lounge-And-Spa-Near-Ganesha-Temple-Road-Near-Bank-Of-Baroda-Sahakara-Nagar/080PXX80-XX80-121025194917-T4H4_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.5,383,560092,13.05538157,77.59990704
Sparha Advance Wellness Stu..,"No.82/A, 100 Feet Main Road, Indiranagar, Bangalore - 560038, Opposite Dominos,Near Metro Pillar No 55",7947162476,https://www.justdial.com/Bangalore/Sparha-Advance-Wellness-Studio-Opposite-Dominos-Near-Metro-Pillar-No-55-Indiranagar/080PXX80-XX80-180404185130-S3M8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.3,376,560038,12.97707002,77.63937902
Vibes Healthcare Ltd,"No.253, Ground Floor, 24th Main Road, 16th Cross, Jp Nagar 5th Phase, Bangalore - 560078",-9980599744,https://www.justdial.com/Bangalore/Vibes-Healthcare-Ltd-Jp-Nagar-5th-Phase/080PXX80-XX80-161118155951-H5Y5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,366,560078,12.90328252,77.58606645
Nailbox,"3rd Floor, 104A, Above Hyundai Showroom, AG Layout Near Mayuri Signal New BEL Road, New Bel Road, Bangalore - 560054, Karnataka",7947162288,https://www.justdial.com/Bangalore/Nailbox-Karnataka-New-Bel-Road/080PXX80-XX80-180216164520-T6K5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.2,339,560054,13.02962716,77.55706731
Vibes Healthcare Ltd,"28,1st Floor, Beml Main Road Hal 3rd Stage, New Thippasandra, Bangalore - 560075, Above More Supermarket",-41155550,https://www.justdial.com/Bangalore/Vibes-Healthcare-Ltd-Above-More-Supermarket-New-Thippasandra/080PXX80-XX80-130420123932-U7W8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.8,334,560075,12.97194631,77.66185377
Mirror Image. your family s..,"No.75/2,2nd Floor, Whitefield, Bangalore - 560066, Near Food World &amp; Above Kotak Mahindra Bank",7947158282,https://www.justdial.com/Bangalore/Mirror-Image-your-family-salon-Near-Food-World-Above-Kotak-Mahindra-Bank-Whitefield/080PXX80-XX80-140424104147-I9N8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,3.9,305,560066,12.97249773,77.73502742
Picasso Unisex Salon Slimmi..,"No 195/3 1st Floor, Horamavu Main Road, Horamavu, Bangalore - 560043, Above SBI Bank",7947160408,https://www.justdial.com/Bangalore/Picasso-Unisex-Salon-Slimming-Spa-and-Tattoo-Studio-Above-SBI-Bank-Horamavu/080PXX80-XX80-160704113718-L1F8_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,292,560043,13.01928667,77.64525035
Green Trends Unisex Hair & ..,"No.30,1st Floor, Dvg Road, Basavanagudi, Bangalore - 560004, Above Apollo Pharamacy",7947158289,https://www.justdial.com/Bangalore/Green-Trends-Unisex-Hair-Style-Salon-Above-Apollo-Pharamacy-Basavanagudi/080PXX80-XX80-140426115126-F3G6_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4,289,560004,12.94528052,77.5743426
Toni & Guy London Salon And..,"No 51 1St Floor, 5th Main 36th Cross, Jayanagar 5th Block, Bangalore - 560041, Near RV Road Metro Station",7947162421,https://www.justdial.com/Bangalore/Toni-Guy-London-Salon-And-Spa-Near-RV-Road-Metro-Station-Jayanagar-5th-Block/080PXX80-XX80-180321181358-M1B5_BZDET?xid=QmFuZ2Fsb3JlIFNhbG9ucw==,4.1,288,560041,12.92443274,77.59124811
